Title,Company,Company_ratings,Skills,Experience,City,Salary,Post_date
First Line Manager (FLM) L1,,,compliancetalent managementcounsellingautomationteam managementcustomer serviceleadershiponboarding,5-8 Yrs,Hyderabad,,Few hours ago
Production Specialist L1,,,compliancetechnical supportcontent moderationcustomer servicedesignlegalslatroubleshooting,5-8 Yrs,Hyderabad,,Few hours ago
EXECUTIVE (T SUPPORT),,,DiagnosticDiagnostic CenterCustomer ServiceUser ManualsComplianceNetwork ManagementData ManagementSystem Administration,5-8 Yrs,Hyderabad,,Few hours ago
Technical Lead - L1,,,call logstechnical supportcommunicatedevopscompliancecustomer servicelegaltroubleshooting,5-8 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical supportcompliancecustomer servicelegalslatroubleshooting120629,5-8 Yrs,Hyderabad,,Few hours ago
Technical Lead - L1,,,call logspeoplesoft technicaltechnical supportcommunicatecompliancecustomer servicelegaltroubleshooting,5-8 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,compliancearchitectural designteam management118008disaster recoverydata architectureroot cause analysistalent management,5-8 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical support120144compliancecustomer servicelegalslatroubleshooting,8-10 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,compliancearchitectural designteam managementdisaster recoverydata architectureroot cause analysistalent managementr,1-5 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,compliancearchitectural designteam managementdisaster recoverydata architectureroot cause analysistalent managementr,2-5 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,compliancearchitectural designteam managementvmwaredisaster recoverydata architectureroot cause analysistalent management,0-2 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,compliancearchitectural designteam managementdisaster recoverydata architectureroot cause analysistalent managementr,1-3 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,compliancearchitectural designteam managementdisaster recoverydata architectureroot cause analysistalent management117992,1-3 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical supportqlik sensecompliancecustomer servicelegalslatroubleshooting,1-3 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical supportcompliancecustomer serviceailegalslatroubleshooting,1-3 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical support119535compliancecustomer servicelegalslatroubleshooting,4-8 Yrs,"Hyderabad, Bareilly, New Delhi, Gurugram",,Few hours ago
Technical Lead L1,,,technical leadtechnical supportcompliancecustomer servicelegalslatroubleshootingssis,2-4 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical support119753compliancecustomer servicelegalslatroubleshooting,0-2 Yrs,Hyderabad,,Few hours ago
Technical Lead L1,,,technical leadtechnical supportcompliancecustomer servicelegalslatroubleshootingbigquery,0-2 Yrs,Hyderabad,,Few hours ago
Lead Administrator L2,,,compliancearchitectural designteam managementvmwaredisaster recoverydata architectureroot cause analysistalent management,8-13 Yrs,Hyderabad,,1 day ago
Hiring For International Non Voice process||,,,UpsellingCross SellingTechnical supportTechnical support Non voiceInbound callsoutbound callsChatBlended process,4-8 Yrs,"Hyderabad, Raichur",,1 day ago
Sr. Associate Quality Compliance,,,pharmaceuticalbiotechnologyproject managementms visioclinical researchoperations managementteam managementbusiness analysis,5-10 Yrs,Hyderabad,,1 day ago
International Voice Process Executive || Upto 4.5lpa || Hyderabad,,,Voice ProcessCommunication SkillsCustomer SupportTechnical SupportInternational Voice ProcessBlended ProcessInternational Call Centeroutbound process,10-12 Yrs,Hyderabad,,1 day ago
Technical Support - International Voice Process,,,International BPOCustomer SupportInternational Call CenterTechnical SupportInternational Technical SupportTechnical Voice ProcessWindows TroubleshootingNetwork Troubleshooting,10-15 Yrs,Hyderabad,,2 days ago
Application Tech Support Practitioner,,,compliancenetwork infrastructurenetwork securityissue resolutionservice managementslaroot cause analysisalerting,2-11 Yrs,Hyderabad,,1 day ago
Process Associate,,,balance sheetaccounts payablelawteam managementchannel salestax returnsbusiness developmentaccounting,2-7 Yrs,Hyderabad,,1 day ago
Application Tech Support Practitioner,,,compliancenocslaccnpcloudoperationsticketingstakeholder management,5-10 Yrs,Hyderabad,,2 days ago
Application Tech Support Practitioner,,,compliancenetwork securityadministrationdnsnetworkingnetwork access controlATCI-5230221-S1923792network monitoring,0-1 Yrs,Hyderabad,,1 day ago
Customer Service Executive,,,CivilComplianceCustomer satisfactionVendorCustomer Service ExecutiveSales promotionAuditingSales,1-3 Yrs,Hyderabad(HITEC City),,Few hours ago
Human Resource Business Partner,,,HR OperationsStakeholder ManagementLabor ComplianceLabour LawsWorkforce ManagementEmployee RelationsEmployee EngagementStatutory Compliance,0-3 Yrs,Hyderabad,,Just now
Account Executive,,,TallyAccountingTax Complianceaccounts payable/receivableAdvanced ExcelTDSPaymentsStatutory Compliance,1-6 Yrs,Hyderabad,,Few hours ago
Branch Sales Manager - Retail MFB,,,branch salesbusiness loanteam managementsalesretailcustomer acquisitionstrategic planningmarketing,0-2 Yrs,Hyderabad,,2 days ago
Assistant Manager – RMG (Work force Management),,,compliancerisk managementforecastingadministrationtime managementhrahtworkforce management,1-2 Yrs,Hyderabad,,Few hours ago
Customer Service - Sales - Direct Channel - Housing Professional,,,Direct salesComplianceCustomer satisfactionCREService salesCustomer serviceSales promotionAuditing,1-2 Yrs,Hyderabad,,1 day ago
Senior IT Helpdesk Engineer(US Support),,,IT Service DeskInternational Technical SupportTechnical Voice ProcessTechnical HelpdeskService DeskVoice processProcessVoice,0-2 Yrs,Hyderabad,,2 days ago
National Manager - Affordable Housing,,,compliancerisk managementteam managementloansprocess optimizationsalesrisk analysisnps,3-5 Yrs,Hyderabad,,1 day ago
Associate Director - Internal Audit,,,risk managementteam managementit audittechnology riskit governanceit risk managementpythonsox compliance,3-5 Yrs,Hyderabad,,1 day ago
Electrician - Operations,,,technical supportelectrical systemsoperationscompliancepreventive maintenancetroubleshootingcommunication and interpersonal skillsanalytical skills,4-6 Yrs,Hyderabad,,2 days ago
Security Architect,,,compliancecloud securityteam managementcloudservicenowoperationssecurity architecturedesign,8-13 Yrs,Hyderabad,,Few hours ago
Senior Technician,,,techniciantechnical supportmedicalmedical staffcompliancelaboratory equipmentdiagnosticbiomedical,2-7 Yrs,Hyderabad,,2 days ago
Trust & Safety New Associate,,,freshdeskcustomer managementadvertisingzendeskb2bcustomer relationshipcustomer servicecustomer support,7-12 Yrs,Hyderabad,,1 day ago
Customer Support Representative,,,Inbound CallsVoice ProcessInternational Voice ProcessInternational CallingInternational SalesInbound Voice ProcessCustomer SupportInternational Call Center,5-8 Yrs,Hyderabad,,2 days ago
Customer Support || DAY SHIFT || Excellent English & Hindi || 4LPA,,,BPOCommunication SkillsDomestic Voice ProcessHindiTechnical Voice ProcessFluentVoice ProcessVoice Support,20-25 Yrs,Hyderabad(Gachibowli),,1 day ago
International Voice Process Executive,,,International VoiceUs Voice ProcessInternational Voice ProcessInbound Voice ProcessVoice ProcessInternationalInboundProcess,6-11 Yrs,Hyderabad,,Just now
TP is hiring For Customer Service Associate (International Voice),,,Customer ServiceCustomer SupportBpo VoiceInternational ProcessVoice ProcessInternational BPOInternational Voice ProcessBPO,1-2 Yrs,Hyderabad,,2 days ago
International Non Voice Process ||30k TH For Exp || Hyderabad,,,Voice ProcessCommunication SkillsCustomer SupportTechnical SupportInternational Voice ProcessBlended ProcessInternational Call CenterChat Support,1-6 Yrs,Hyderabad,,1 day ago
Hiring For International Voice Process | Foundever | Hyd,,,bpofresherBlended Processnight shiftCustomer ServiceSemi VoiceVoice ProcessInbound,4-9 Yrs,Hyderabad,,2 days ago
International Chat Support || Excellent English || 30K Take Home,,,Communication SkillsCustomer SupportTechnical SupportTechnical Voice ProcessInternational Chat ProcessBPOInbound Voice ProcessInternational Call Center,4-9 Yrs,Hyderabad,,2 days ago
Hiring - Technical voice - Fluent English + Hindi - 3.8 LPA Fixed,,,Bpo VoiceDomestic VoiceTechnical SupportVoice ProcessVoice SupportCommunication SkillsCustomer SupportTechnical Voice Process,2-7 Yrs,Hyderabad,,2 days ago
International Voice Process Executive,,,Customer ServiceInternational Voice ProcessCustomer SupportUs Voice ProcessInternational CallingInternational voiceVoice processInternational,12-17 Yrs,Hyderabad,,2 days ago
Technical Support Associate ( international voice ) Mega walk-In Drive,,,Excellent Communication In EnglishTechnical SupportInternational Technical SupportTechnical Voice ProcessInternational VoiceUs Voice ProcessInternational BPOInternational Voice Process,4-9 Yrs,Hyderabad,,2 days ago
Deputy Area Manager - DDF Wheels,,,complianceteam managementpeople managementhrfield activity planningsalessalesforcelead allocation,3-5 Yrs,Hyderabad,,2 days ago
Manager - DDF Wheels,,,complianceteam managementpeople managementhrfield activity planningsalessalesforcelead allocation,2-5 Yrs,Hyderabad,,2 days ago
Area Manager - Commercial Vehicle Retail,,,retailinsurancedata managementteam managementcall centeranalytical skillssalesrelationship management,5-8 Yrs,Hyderabad,,Few hours ago
Assistant Manager - Industrial Relations,,,Labour LawsIndustrial RelationsTrade UnionContract LabourStatutory ComplianceGovernment LiaisonCourt CasesLegal Compliance,5-8 Yrs,Hyderabad,,2 days ago
Operations Processors,,,compliancecssmedicalversion controldata processingregulatory complianceanalytical skillsjquery,5-8 Yrs,Hyderabad,,Just now
Human Resource and Finance Manager,,,TDSGstPayrollComplianceMISinvoicingHR OperationsStatutory Compliance,5-8 Yrs,Hyderabad,,2 days ago
Technical Lead L1,,,technical leadtechnical supportjavacompliancecustomer servicelegalslatroubleshooting,5-8 Yrs,Hyderabad,,Today
Manager / Senior Manager (Civil) EPC Substation,,,QualitySafety & ComplianceStrategic & Technical LeadershipProject Execution OversightBudgeting & Cost Control Leadership & Team DevelopmentDesign & Engineering ManagementEngineering managementCostEngineering,5-8 Yrs,Hyderabad,,2 days ago
Revvity - ELN Developer,,,compliancerequirements managementcloudtechnical supportdata capturedata systemstemplatesai,3-5 Yrs,Hyderabad,,Few hours ago
Quality Analyst,,,technical supportcustomer experience managementquality managementquality controlcall centerquality analystCallingManagement,5-8 Yrs,Hyderabad,,Today
Customer service - Tele calling - Officer,,,EnglishTelecallingHindiHindi SpeakingVoice ProcessCustomer ServiceOperationsVoice,8-10 Yrs,Hyderabad,,Few hours ago
Senior Operations Processor,,,operationscomplianceOperations Processorregulatory compliancecustomer supportProcess operationsSeniorProcessor,8-10 Yrs,Hyderabad,,Few hours ago
Senior Business Accountability Specialist,,,issue managementrisk managementquality assuranceoperational riskregulatory compliancebusiness operationsRegulatoryRisk,4-6 Yrs,Hyderabad,,Few hours ago
Commercial Banking Portfolio Management Associate Manager - Spreading,,,portfolio managementfinancial analysisvaluationcommercial bankingcompliancefinancial reportingprocess improvementbanking,0-2 Yrs,Hyderabad,,Few hours ago
Technical Program Manager AI Evaluation & Automation,,,compliancegithubaillmbitbucketmachine learningpmpgit,2-3 Yrs,Hyderabad,,Few hours ago
Senior Commercial Loan Servicing Specialist,,,Commercial Loan Servicingcompliancecustomer serviceCommercial Mortgage Servicingregulatory compliancesalescommunication skillsCommercial Loans,2-5 Yrs,Hyderabad,,Few hours ago
Analyst L3,,,salesforcefinancial analysisvisualforcesoftware testingregression testingautomation testingsfdcinvestment banking,0-2 Yrs,Hyderabad,,Few hours ago
Custom Software Engineer,,,software engineersecurity compliancepythonllmroot cause analysissql serversqljava,1-6 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,compliancearchitectural designdisaster recoverydata architectureroot cause analysistalent managementrautomation,5-10 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,compliancearchitectural designoracledisaster recoverydata architectureroot cause analysistalent managementr,2-5 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,automationarchitecturearchitectural design109768weblogicdisaster recoverydata architectureroot cause analysis,5-10 Yrs,Hyderabad,,Few hours ago
Lead Administrator - L1,,,architecturearchitectural designdisaster recoverydata architectureroot cause analysisdatabaseautomationoperations,3-8 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,complianceprdisaster recoverydata architectureroot cause analysistalent managementanalyticsr,10-15 Yrs,Hyderabad,,Few hours ago
Lead Administrator L1,,,compliancearchitectural designdisaster recoverydata architectureroot cause analysistalent managementrautomation,3-8 Yrs,Hyderabad,,Few hours ago
Configurator L3,,,compliancecontinuous integrationsapissue resolutionsystem configurationdesigncsatmaintenance,3-8 Yrs,Hyderabad,,Few hours ago
Sap BTP CPI - B3Professional,,,architectureresterpsapcloud integrationweb servicessap modulescloud,0-2 Yrs,Hyderabad,,Few hours ago
Application Architect L1,,,architecturetechnical leadershipsolution architectureenterprise architecturemachine learningmicroservicesiot119686,8-13 Yrs,Hyderabad,,Few hours ago
Application Architect L1,,,architecturetechnical leadershipsolution architectureenterprise architecturemachine learningmicroservicesiotit management,15-20 Yrs,Hyderabad,,Few hours ago
Application Developer-Cloud FullStack,,,application developersoftware developmentissue resolutionfull stack developeraimicroservicescloudqa,5-10 Yrs,Hyderabad,,Few hours ago
Store Executive,,,customer satisfactionmarketingretail managementoperationsteam managementprocurementadministrationmultitasking,7-12 Yrs,Hyderabad,,Few hours ago
OP Billing Executive,,,complianceinsurancebilling softwaremedicalchealthcare billingaccountingoutpatient,7-12 Yrs,Hyderabad,,Few hours ago
Patient (Relationship Executive ),,,diagnosticdata managementdata management systemsadministrationtime managementcustomer servicediagnostic centeraccount management,3-5 Yrs,Hyderabad,,Few hours ago
Executive (It Support ),,,diagnosticit supportdata securitysoftware systemsadministrationcustomer servicediagnostic centernetwork administration,12-17 Yrs,Hyderabad,,Few hours ago
Doctors Relation Manager,,,compliancedoctorrelationship managementadministrationonboardinghrhospital administrationmarket research,0-2 Yrs,Hyderabad,,Few hours ago
SAP Planning & Scheduling Functional Expert,,,sapproject managementerpdata managementsupply chainmaster data managementchange managementsystem integration,12-17 Yrs,Hyderabad,,Few hours ago
EXECUTIVE (IT SUPPORT),,,DiagnosticDiagnostic CenterSoftware SystemsCustomer ServiceData ManagementSystem AdministrationIt SecurityTechnical Support,5-10 Yrs,Hyderabad,,Few hours ago
Service Line Manager,,,ComplianceMedical StaffAdministrationLeadershipService DeliveryHealthcareMedicalHospital,2-5 Yrs,Hyderabad,,Few hours ago
Application Support Engineer,,,compliancetradingnetwork infrastructurebusiness systemssystem reliabilityuser experienceansiblemonitoring tools,5-10 Yrs,Hyderabad,,Few hours ago
Talent Acquisition Head,,,hospitalhrnetworkingmarket researchhuman resourcesmediaresearchlabor laws,3-8 Yrs,Hyderabad,,Few hours ago
Custom Software Engineer,,,software engineersecurity compliancepythonllmroot cause analysissql serversqljava,2-7 Yrs,Hyderabad,,Few hours ago
Data Platform Architect,,,compliancesnowflakerestpythonazure sqlalmsecurity toolspower bi,10-15 Yrs,Hyderabad,,Few hours ago
Gynecologist,,,gynecologistdoctormedicalcomplianceobstetrics and gynecologydiagnosticpatient careresearch,8-12 Yrs,Hyderabad,,Few hours ago
Custom Software Engineer,,,software engineerfront endpythonrestfulconfluencebusiness process mappinguser storiesjavascript,3-6 Yrs,Hyderabad,,Few hours ago
Custom Software Engineer,,,software engineerfront endkubernetesapi gatewaymicroservicesdockerangularspring boot,5-10 Yrs,Hyderabad,,Few hours ago
Senior Technician - X Ray,,,technicianmedicalquality controlradiologyequipment maintenancelab technicianpatient caresafety standards,1-3 Yrs,Hyderabad,,Few hours ago
Custom Software Engineer,,,software engineerfront endreduxrestfultechnical leadershipteam managementreactstate management,3-8 Yrs,Hyderabad,,Few hours ago
Custom Software Engineer,,,software engineersapbusiness processcompliancedesignsap securityaccess managementapplication development,10-15 Yrs,Hyderabad,,Few hours ago
Gastroenterologist,,,gastroenterologistmedicalmbbscomplianceemergency carediagnosticcommunication and interpersonal skillspatient care,12-17 Yrs,Hyderabad,,Few hours ago
Technology Architect,,,compliancekubernetesemerging technologiesit architectureenterprise architecturecloud platformsmicroservicesdocker,2-7 Yrs,Hyderabad,,Today
